#version: AntiShare
#This file is used for mapping common names to Material enum entries
#item,material name
weightedgoldplate,GOLD_PLATE
weightgoldplate,GOLD_PLATE
wgoldplate,GOLD_PLATE
goldplate,GOLD_PLATE
weightedgpressureplate,GOLD_PLATE
weightgpressureplate,GOLD_PLATE
wgpressureplate,GOLD_PLATE
gpressureplate,GOLD_PLATE
weightedgpressplate,GOLD_PLATE
weightgpressplate,GOLD_PLATE
wgpressplate,GOLD_PLATE
gpressplate,GOLD_PLATE
weightedgpplate,GOLD_PLATE
weightgpplate,GOLD_PLATE
wgpplate,GOLD_PLATE
gpplate,GOLD_PLATE
weightedgplate,GOLD_PLATE
weightgplate,GOLD_PLATE
wgplate,GOLD_PLATE
gplate,GOLD_PLATE
ironpressureplate,IRON_PLATE
weightedironpressureplate,IRON_PLATE
weightironpressureplate,IRON_PLATE
wironpressureplate,IRON_PLATE
weightedironpressplate,IRON_PLATE
weightironpressplate,IRON_PLATE
wironpressplate,IRON_PLATE
ironpressplate,IRON_PLATE
weightedironpplate,IRON_PLATE
weightironpplate,IRON_PLATE
wironpplate,IRON_PLATE
ironpplate,IRON_PLATE
weightedironplate,IRON_PLATE
weightironplate,IRON_PLATE
wironplate,IRON_PLATE
ironplate,IRON_PLATE
weightedipressureplate,IRON_PLATE
weightipressureplate,IRON_PLATE
wipressureplate,IRON_PLATE
ipressureplate,IRON_PLATE
weightedipressplate,IRON_PLATE
weightipressplate,IRON_PLATE
wipressplate,IRON_PLATE
ipressplate,IRON_PLATE
weightedipplate,IRON_PLATE
weightipplate,IRON_PLATE
wipplate,IRON_PLATE
ipplate,IRON_PLATE
weightediplate,IRON_PLATE
weightiplate,IRON_PLATE
wiplate,IRON_PLATE
iplate,IRON_PLATE
daylightsensor,DAYLIGHT_DETECTOR
daylightsense,DAYLIGHT_DETECTOR
lightsensor,DAYLIGHT_DETECTOR
lightsense,DAYLIGHT_DETECTOR
daysensor,DAYLIGHT_DETECTOR
daysense,DAYLIGHT_DETECTOR
timesensor,DAYLIGHT_DETECTOR
timesense,DAYLIGHT_DETECTOR
redstoneblock,REDSTONE_BLOCK
rstoneblock,REDSTONE_BLOCK
redsblock,REDSTONE_BLOCK
rsblock,REDSTONE_BLOCK
blockredstone,REDSTONE_BLOCK
blockrstone,REDSTONE_BLOCK
blockreds,REDSTONE_BLOCK
blockrs,REDSTONE_BLOCK
netherquartzore,QUARTZ_ORE
hellquartzore,QUARTZ_ORE
deathquartzore,QUARTZ_ORE
nquartzore,QUARTZ_ORE
hquartzore,QUARTZ_ORE
dquartzore,QUARTZ_ORE
quartzore,QUARTZ_ORE
netherqore,QUARTZ_ORE
hellqore,QUARTZ_ORE
deathqore,QUARTZ_ORE
nqore,QUARTZ_ORE
hqore,QUARTZ_ORE
dqore,QUARTZ_ORE
qore,QUARTZ_ORE
hopper,HOPPER
chestpuller,HOPPER
chestpull,HOPPER
cheststorer,HOPPER
cheststore,HOPPER
itempuller,HOPPER
itempull,HOPPER
itemstorer,HOPPER
itemstore,HOPPER
quartzblock,QUARTZ_BLOCK
netherquartzblock,QUARTZ_BLOCK
nqblock,QUARTZ_BLOCK
qblock,QUARTZ_BLOCK
chiseledquartzblock,QUARTZ_BLOCK
chiselquartzblock,QUARTZ_BLOCK
cquartzblock,QUARTZ_BLOCK
cqblock,QUARTZ_BLOCK
pillarquartzblock,QUARTZ_BLOCK
pquartzblock,QUARTZ_BLOCK
pqblock,QUARTZ_BLOCK
quartzstairs,QUARTZ_STAIRS
qstairs,QUARTZ_STAIRS
quartzstair,QUARTZ_STAIRS
qstair,QUARTZ_STAIRS
activatorrails,ACTIVATOR_RAIL
activaterails,ACTIVATOR_RAIL
triggerrails,ACTIVATOR_RAIL
arails,ACTIVATOR_RAIL
trails,ACTIVATOR_RAIL
activatorrail,ACTIVATOR_RAIL
activaterail,ACTIVATOR_RAIL
triggerrail,ACTIVATOR_RAIL
arail,ACTIVATOR_RAIL
trail,ACTIVATOR_RAIL
activatortrack,ACTIVATOR_RAIL
activatetrack,ACTIVATOR_RAIL
triggertrack,ACTIVATOR_RAIL
atrack,ACTIVATOR_RAIL
ttrack,ACTIVATOR_RAIL
dropper,DROPPER
drop,DROPPER
chestdispenser,DROPPER
chestdispense,DROPPER
chestdropper,DROPPER
chestdrop,DROPPER
whiteclay,STAINED_CLAY
whitesclay,STAINED_CLAY
whitestainedclay,STAINED_CLAY
wclay,STAINED_CLAY
wsclay,STAINED_CLAY
wstainedclay,STAINED_CLAY
sclay,STAINED_CLAY
stainedclay,STAINED_CLAY
orangeclay,STAINED_CLAY
orangesclay,STAINED_CLAY
orangestainedclay,STAINED_CLAY
oclay,STAINED_CLAY
osclay,STAINED_CLAY
ostainedclay,STAINED_CLAY
magentaclay,STAINED_CLAY
magentasclay,STAINED_CLAY
magentastainedclay,STAINED_CLAY
mclay,STAINED_CLAY
msclay,STAINED_CLAY
mstainedclay,STAINED_CLAY
lightblueclay,STAINED_CLAY
lightbluesclay,STAINED_CLAY
lightbluestainedclay,STAINED_CLAY
lblueclay,STAINED_CLAY
lbluesclay,STAINED_CLAY
lbluestainedclay,STAINED_CLAY
lightbluclay,STAINED_CLAY
lightblusclay,STAINED_CLAY
lightblustainedclay,STAINED_CLAY
lbluclay,STAINED_CLAY
lblusclay,STAINED_CLAY
lblustainedclay,STAINED_CLAY
lbclay,STAINED_CLAY
lbsclay,STAINED_CLAY
lbstainedclay,STAINED_CLAY
yellowclay,STAINED_CLAY
yellowsclay,STAINED_CLAY
yellowstainedclay,STAINED_CLAY
yclay,STAINED_CLAY
ysclay,STAINED_CLAY
ystainedclay,STAINED_CLAY
lightgreenclay,STAINED_CLAY
lightgreensclay,STAINED_CLAY
lightgreenstainedclay,STAINED_CLAY
lgreenclay,STAINED_CLAY
lgreensclay,STAINED_CLAY
lgreenstainedclay,STAINED_CLAY
lightgreclay,STAINED_CLAY
lightgresclay,STAINED_CLAY
lightgrestainedclay,STAINED_CLAY
lgreclay,STAINED_CLAY
lgresclay,STAINED_CLAY
lgrestainedclay,STAINED_CLAY
limeclay,STAINED_CLAY
limesclay,STAINED_CLAY
limestainedclay,STAINED_CLAY
lclay,STAINED_CLAY
lsclay,STAINED_CLAY
lstainedclay,STAINED_CLAY
pinkclay,STAINED_CLAY
pinksclay,STAINED_CLAY
pinkstainedclay,STAINED_CLAY
piclay,STAINED_CLAY
pisclay,STAINED_CLAY
pistainedclay,STAINED_CLAY
darkgrayclay,STAINED_CLAY
darkgraysclay,STAINED_CLAY
darkgraystainedclay,STAINED_CLAY
dgrayclay,STAINED_CLAY
dgraysclay,STAINED_CLAY
dgraystainedclay,STAINED_CLAY
darkgreyclay,STAINED_CLAY
darkgreeysclay,STAINED_CLAY
darkgreystainedclay,STAINED_CLAY
dgreyclay,STAINED_CLAY
dgreysclay,STAINED_CLAY
dgreystainedclay,STAINED_CLAY
darkgraclay,STAINED_CLAY
darkgrasclay,STAINED_CLAY
darkgrastainedclay,STAINED_CLAY
dgraclay,STAINED_CLAY
dgrasclay,STAINED_CLAY
dgrastainedclay,STAINED_CLAY
grayclay,STAINED_CLAY
graysclay,STAINED_CLAY
graystainedclay,STAINED_CLAY
greyclay,STAINED_CLAY
greysclay,STAINED_CLAY
greystainedclay,STAINED_CLAY
graclay,STAINED_CLAY
grasclay,STAINED_CLAY
grastainedclay,STAINED_CLAY
lightgrayclay,STAINED_CLAY
lightgraysclay,STAINED_CLAY
lightgraystainedclay,STAINED_CLAY
lgrayclay,STAINED_CLAY
lgraysclay,STAINED_CLAY
lgraystainedclay,STAINED_CLAY
lightgreyclay,STAINED_CLAY
lightgreysclay,STAINED_CLAY
lightgreystainedclay,STAINED_CLAY
lgreyclay,STAINED_CLAY
lgreysclay,STAINED_CLAY
lgreystainedclay,STAINED_CLAY
lightgraclay,STAINED_CLAY
lightgrasclay,STAINED_CLAY
lightgrastainedclay,STAINED_CLAY
lgraclay,STAINED_CLAY
lgrasclay,STAINED_CLAY
lgrastainedclay,STAINED_CLAY
silverclay,STAINED_CLAY
silversclay,STAINED_CLAY
silverstainedclay,STAINED_CLAY
siclay,STAINED_CLAY
siasclay,STAINED_CLAY
siastainedclay,STAINED_CLAY
cyanclay,STAINED_CLAY
cyansclay,STAINED_CLAY
cyanstainedclay,STAINED_CLAY
cclay,STAINED_CLAY
csclay,STAINED_CLAY
cstainedclay,STAINED_CLAY
purpleclay,STAINED_CLAY
purplesclay,STAINED_CLAY
purplestainedclay,STAINED_CLAY
puclay,STAINED_CLAY
pusclay,STAINED_CLAY
pustainedclay,STAINED_CLAY
blueclay,STAINED_CLAY
bluesclay,STAINED_CLAY
bluestainedclay,STAINED_CLAY
bluclay,STAINED_CLAY
blusclay,STAINED_CLAY
blustainedclay,STAINED_CLAY
brownclay,STAINED_CLAY
brownsclay,STAINED_CLAY
brownstainedclay,STAINED_CLAY
broclay,STAINED_CLAY
brosclay,STAINED_CLAY
brostainedclay,STAINED_CLAY
darkgreenclay,STAINED_CLAY
darkgreensclay,STAINED_CLAY
darkgreenstainedclay,STAINED_CLAY
dgreenclay,STAINED_CLAY
dgreensclay,STAINED_CLAY
dgreenstainedclay,STAINED_CLAY
greenclay,STAINED_CLAY
greensclay,STAINED_CLAY
greenstainedclay,STAINED_CLAY
darkgreclay,STAINED_CLAY
darkgresclay,STAINED_CLAY
darkgrestainedclay,STAINED_CLAY
dgreclay,STAINED_CLAY
dgresclay,STAINED_CLAY
dgrestainedclay,STAINED_CLAY
greclay,STAINED_CLAY
gresclay,STAINED_CLAY
grestainedclay,STAINED_CLAY
redclay,STAINED_CLAY
redsclay,STAINED_CLAY
redstainedclay,STAINED_CLAY
rclay,STAINED_CLAY
rsclay,STAINED_CLAY
rstainedclay,STAINED_CLAY
blackclay,STAINED_CLAY
blacksclay,STAINED_CLAY
blackstainedclay,STAINED_CLAY
blaclay,STAINED_CLAY
blasclay,STAINED_CLAY
blastainedclay,STAINED_CLAY
whiteglasspane,STAINED_GLASS_PANE
whitesglasspane,STAINED_GLASS_PANE
whitestainedglasspane,STAINED_GLASS_PANE
wglasspane,STAINED_GLASS_PANE
wsglasspane,STAINED_GLASS_PANE
wstainedglasspane,STAINED_GLASS_PANE
sglasspane,STAINED_GLASS_PANE
stainedglasspane,STAINED_GLASS_PANE
orangeglasspane,STAINED_GLASS_PANE
orangesglasspane,STAINED_GLASS_PANE
orangestainedglasspane,STAINED_GLASS_PANE
oglasspane,STAINED_GLASS_PANE
osglasspane,STAINED_GLASS_PANE
ostainedglasspane,STAINED_GLASS_PANE
magentaglasspane,STAINED_GLASS_PANE
magentasglasspane,STAINED_GLASS_PANE
magentastainedglasspane,STAINED_GLASS_PANE
mglasspane,STAINED_GLASS_PANE
msglasspane,STAINED_GLASS_PANE
mstainedglasspane,STAINED_GLASS_PANE
lightblueglasspane,STAINED_GLASS_PANE
lightbluesglasspane,STAINED_GLASS_PANE
lightbluestainedglasspane,STAINED_GLASS_PANE
lblueglasspane,STAINED_GLASS_PANE
lbluesglasspane,STAINED_GLASS_PANE
lbluestainedglasspane,STAINED_GLASS_PANE
lightbluglasspane,STAINED_GLASS_PANE
lightblusglasspane,STAINED_GLASS_PANE
lightblustainedglasspane,STAINED_GLASS_PANE
lbluglasspane,STAINED_GLASS_PANE
lblusglasspane,STAINED_GLASS_PANE
lblustainedglasspane,STAINED_GLASS_PANE
lbglasspane,STAINED_GLASS_PANE
lbsglasspane,STAINED_GLASS_PANE
lbstainedglasspane,STAINED_GLASS_PANE
yellowglasspane,STAINED_GLASS_PANE
yellowsglasspane,STAINED_GLASS_PANE
yellowstainedglasspane,STAINED_GLASS_PANE
yglasspane,STAINED_GLASS_PANE
ysglasspane,STAINED_GLASS_PANE
ystainedglasspane,STAINED_GLASS_PANE
lightgreenglasspane,STAINED_GLASS_PANE
lightgreensglasspane,STAINED_GLASS_PANE
lightgreenstainedglasspane,STAINED_GLASS_PANE
lgreenglasspane,STAINED_GLASS_PANE
lgreensglasspane,STAINED_GLASS_PANE
lgreenstainedglasspane,STAINED_GLASS_PANE
lightgreglasspane,STAINED_GLASS_PANE
lightgresglasspane,STAINED_GLASS_PANE
lightgrestainedglasspane,STAINED_GLASS_PANE
lgreglasspane,STAINED_GLASS_PANE
lgresglasspane,STAINED_GLASS_PANE
lgrestainedglasspane,STAINED_GLASS_PANE
limeglasspane,STAINED_GLASS_PANE
limesglasspane,STAINED_GLASS_PANE
limestainedglasspane,STAINED_GLASS_PANE
lglasspane,STAINED_GLASS_PANE
lsglasspane,STAINED_GLASS_PANE
lstainedglasspane,STAINED_GLASS_PANE
pinkglasspane,STAINED_GLASS_PANE
pinksglasspane,STAINED_GLASS_PANE
pinkstainedglasspane,STAINED_GLASS_PANE
piglasspane,STAINED_GLASS_PANE
pisglasspane,STAINED_GLASS_PANE
pistainedglasspane,STAINED_GLASS_PANE
darkgrayglasspane,STAINED_GLASS_PANE
darkgraysglasspane,STAINED_GLASS_PANE
darkgraystainedglasspane,STAINED_GLASS_PANE
dgrayglasspane,STAINED_GLASS_PANE
dgraysglasspane,STAINED_GLASS_PANE
dgraystainedglasspane,STAINED_GLASS_PANE
darkgreyglasspane,STAINED_GLASS_PANE
darkgreysglasspane,STAINED_GLASS_PANE
darkgreystainedglasspane,STAINED_GLASS_PANE
dgreyglasspane,STAINED_GLASS_PANE
dgreysglasspane,STAINED_GLASS_PANE
dgreystainedglasspane,STAINED_GLASS_PANE
darkgraglasspane,STAINED_GLASS_PANE
darkgrasglasspane,STAINED_GLASS_PANE
darkgrastainedglasspane,STAINED_GLASS_PANE
dgraglasspane,STAINED_GLASS_PANE
dgrasglasspane,STAINED_GLASS_PANE
dgrastainedglasspane,STAINED_GLASS_PANE
grayglasspane,STAINED_GLASS_PANE
graysglasspane,STAINED_GLASS_PANE
graystainedglasspane,STAINED_GLASS_PANE
greyglasspane,STAINED_GLASS_PANE
greysglasspane,STAINED_GLASS_PANE
greystainedglasspane,STAINED_GLASS_PANE
graglasspane,STAINED_GLASS_PANE
grasglasspane,STAINED_GLASS_PANE
grastainedglasspane,STAINED_GLASS_PANE
lightgrayglasspane,STAINED_GLASS_PANE
lightgraysglasspane,STAINED_GLASS_PANE
lightgraystainedglasspane,STAINED_GLASS_PANE
lgrayglasspane,STAINED_GLASS_PANE
lgraysglasspane,STAINED_GLASS_PANE
lgraystainedglasspane,STAINED_GLASS_PANE
lightgreyglasspane,STAINED_GLASS_PANE
lightgreysglasspane,STAINED_GLASS_PANE
lightgreystainedglasspane,STAINED_GLASS_PANE
lgreyglasspane,STAINED_GLASS_PANE
lgreysglasspane,STAINED_GLASS_PANE
lgreystainedglasspane,STAINED_GLASS_PANE
lightgraglasspane,STAINED_GLASS_PANE
lightgrasglasspane,STAINED_GLASS_PANE
lightgrastainedglasspane,STAINED_GLASS_PANE
lgraglasspane,STAINED_GLASS_PANE
lgrasglasspane,STAINED_GLASS_PANE
lgrastainedglasspane,STAINED_GLASS_PANE
silverglasspane,STAINED_GLASS_PANE
silversglasspane,STAINED_GLASS_PANE
silverstainedglasspane,STAINED_GLASS_PANE
siglasspane,STAINED_GLASS_PANE
siasglasspane,STAINED_GLASS_PANE
siastainedglasspane,STAINED_GLASS_PANE
cyanglasspane,STAINED_GLASS_PANE
cyansglasspane,STAINED_GLASS_PANE
cyanstainedglasspane,STAINED_GLASS_PANE
cglasspane,STAINED_GLASS_PANE
csglasspane,STAINED_GLASS_PANE
cstainedglasspane,STAINED_GLASS_PANE
purpleglasspane,STAINED_GLASS_PANE
purplesglasspane,STAINED_GLASS_PANE
purplestainedglasspane,STAINED_GLASS_PANE
puglasspane,STAINED_GLASS_PANE
pusglasspane,STAINED_GLASS_PANE
pustainedglasspane,STAINED_GLASS_PANE
blueglasspane,STAINED_GLASS_PANE
bluesglasspane,STAINED_GLASS_PANE
bluestainedglasspane,STAINED_GLASS_PANE
bluglasspane,STAINED_GLASS_PANE
blusglasspane,STAINED_GLASS_PANE
blustainedglasspane,STAINED_GLASS_PANE
brownglasspane,STAINED_GLASS_PANE
brownsglasspane,STAINED_GLASS_PANE
brownstainedglasspane,STAINED_GLASS_PANE
broglasspane,STAINED_GLASS_PANE
brosglasspane,STAINED_GLASS_PANE
brostainedglasspane,STAINED_GLASS_PANE
darkgreenglasspane,STAINED_GLASS_PANE
darkgreensglasspane,STAINED_GLASS_PANE
darkgreenstainedglasspane,STAINED_GLASS_PANE
dgreenglasspane,STAINED_GLASS_PANE
dgreensglasspane,STAINED_GLASS_PANE
dgreenstainedglasspane,STAINED_GLASS_PANE
greenglasspane,STAINED_GLASS_PANE
greensglasspane,STAINED_GLASS_PANE
greenstainedglasspane,STAINED_GLASS_PANE
darkgreglasspane,STAINED_GLASS_PANE
darkgresglasspane,STAINED_GLASS_PANE
darkgrestainedglasspane,STAINED_GLASS_PANE
dgreglasspane,STAINED_GLASS_PANE
dgresglasspane,STAINED_GLASS_PANE
dgrestainedglasspane,STAINED_GLASS_PANE
greglasspane,STAINED_GLASS_PANE
gresglasspane,STAINED_GLASS_PANE
grestainedglasspane,STAINED_GLASS_PANE
redglasspane,STAINED_GLASS_PANE
redsglasspane,STAINED_GLASS_PANE
redstainedglasspane,STAINED_GLASS_PANE
rglasspane,STAINED_GLASS_PANE
rsglasspane,STAINED_GLASS_PANE
rstainedglasspane,STAINED_GLASS_PANE
blackglasspane,STAINED_GLASS_PANE
blacksglasspane,STAINED_GLASS_PANE
blackstainedglasspane,STAINED_GLASS_PANE
blaglasspane,STAINED_GLASS_PANE
blasglasspane,STAINED_GLASS_PANE
blastainedglasspane,STAINED_GLASS_PANE
acacialeaves,LEAVES_2
acaciatreeleaves,LEAVES_2
acacialogleaves,LEAVES_2
acaciatrunkleaves,LEAVES_2
acaciawoodleaves,LEAVES_2
aleaves,LEAVES_2
atreeleaves,LEAVES_2
alogleaves,LEAVES_2
atrunkleaves,LEAVES_2
awoodleaves,LEAVES_2
acacialeave,LEAVES_2
acaciatreeleave,LEAVES_2
acacialogleave,LEAVES_2
acaciatrunkleave,LEAVES_2
acaciawoodleave,LEAVES_2
aleave,LEAVES_2
atreeleave,LEAVES_2
alogleave,LEAVES_2
atrunkleave,LEAVES_2
awoodleave,LEAVES_2
acaciatreeleaf,LEAVES_2
acacialogleaf,LEAVES_2
acaciatrunkleaf,LEAVES_2
acaciawoodleaf,LEAVES_2
aleaf,LEAVES_2
atreeleaf,LEAVES_2
alogleaf,LEAVES_2
atrunkleaf,LEAVES_2
awoodleaf,LEAVES_2
darkoakleaves,LEAVES_2
darkoaktreeleaves,LEAVES_2
darkoaklogleaves,LEAVES_2
darkoaktrunkleaves,LEAVES_2
darkoakwoodleaves,LEAVES_2
doakleaves,LEAVES_2
doaktreeleaves,LEAVES_2
doaklogleaves,LEAVES_2
doaktrunkleaves,LEAVES_2
doakwoodleaves,LEAVES_2
doleaves,LEAVES_2
dotreeleaves,LEAVES_2
dologleaves,LEAVES_2
dotrunkleaves,LEAVES_2
dowoodleaves,LEAVES_2
darkoakleave,LEAVES_2
darkoaktreeleave,LEAVES_2
darkoaklogleave,LEAVES_2
darkoaktrunkleave,LEAVES_2
darkoakwoodleave,LEAVES_2
doakleave,LEAVES_2
doaktreeleave,LEAVES_2
doaklogleave,LEAVES_2
doaktrunkleave,LEAVES_2
doakwoodleave,LEAVES_2
doleave,LEAVES_2
dotreeleave,LEAVES_2
dologleave,LEAVES_2
dotrunkleave,LEAVES_2
dowoodleave,LEAVES_2
darkoaktreeleaf,LEAVES_2
darkoaklogleaf,LEAVES_2
darkoaktrunkleaf,LEAVES_2
darkoakwoodleaf,LEAVES_2
doakleaf,LEAVES_2
doaktreeleaf,LEAVES_2
doaklogleaf,LEAVES_2
doaktrunkleaf,LEAVES_2
doakwoodleaf,LEAVES_2
doleaf,LEAVES_2
dotreeleaf,LEAVES_2
dologleaf,LEAVES_2
dotrunkleaf,LEAVES_2
dowoodleaf,LEAVES_2
acacia,LOG_2
acaciatree,LOG_2
acacialog,LOG_2
acaciatrunk,LOG_2
acaciawood,LOG_2
atree,LOG_2
alog,LOG_2
atrunk,LOG_2
awood,LOG_2
darkoak,LOG_2
darkoaktree,LOG_2
darkoaklog,LOG_2
darkoaktrunk,LOG_2
darkoakwood,LOG_2
doak,LOG_2
doaktree,LOG_2
doaklog,LOG_2
doaktrunk,LOG_2
doakwood,LOG_2
dotree,LOG_2
dolog,LOG_2
dotrunk,LOG_2
dowood,LOG_2
acaciawoodenstairs,ACACIA_STAIRS
acaciawoodstairs,ACACIA_STAIRS
acaciawstairs,ACACIA_STAIRS
acaciastairs,ACACIA_STAIRS
awoodenstairs,ACACIA_STAIRS
awoodstairs,ACACIA_STAIRS
awstairs,ACACIA_STAIRS
astairs,ACACIA_STAIRS
acaciawoodenstair,ACACIA_STAIRS
acaciawoodstair,ACACIA_STAIRS
acaciawstair,ACACIA_STAIRS
acaciastair,ACACIA_STAIRS
awoodenstair,ACACIA_STAIRS
awoodstair,ACACIA_STAIRS
awstair,ACACIA_STAIRS
astair,ACACIA_STAIRS
darkoakwoodenstairs,DARK_OAK_STAIRS
darkoakwoodstairs,DARK_OAK_STAIRS
darkoakwstairs,DARK_OAK_STAIRS
darkoakstairs,DARK_OAK_STAIRS
doakwoodenstairs,DARK_OAK_STAIRS
doakwoodstairs,DARK_OAK_STAIRS
doakwstairs,DARK_OAK_STAIRS
doakstairs,DARK_OAK_STAIRS
dowoodenstairs,DARK_OAK_STAIRS
dowoodstairs,DARK_OAK_STAIRS
dowstairs,DARK_OAK_STAIRS
dostairs,DARK_OAK_STAIRS
darkoakwoodenstair,DARK_OAK_STAIRS
darkoakwoodstair,DARK_OAK_STAIRS
darkoakwstair,DARK_OAK_STAIRS
darkoakstair,DARK_OAK_STAIRS
doakwoodenstair,DARK_OAK_STAIRS
doakwoodstair,DARK_OAK_STAIRS
doakwstair,DARK_OAK_STAIRS
doakstair,DARK_OAK_STAIRS
dowoodenstair,DARK_OAK_STAIRS
dowoodstair,DARK_OAK_STAIRS
dowstair,DARK_OAK_STAIRS
dostair,DARK_OAK_STAIRS
hay,HAY_BLOCK
hayblock,HAY_BLOCK
haybale,HAY_BLOCK
baleofhay,HAY_BLOCK
hayofbale,HAY_BLOCK
whitecarpet,CARPET
whitefloor,CARPET
wcarpet,CARPET
wfloor,CARPET
carpet,CARPET
floor,CARPET
orangecarpet,CARPET
orangefloor,CARPET
ocarpet,CARPET
ofloor,CARPET
magentacarpet,CARPET
magentafloor,CARPET
mcarpet,CARPET
mfloor,CARPET
lightbluecarpet,CARPET
lightbluefloor,CARPET
lbluecarpet,CARPET
lbluefloor,CARPET
lbcarpet,CARPET
lbfloor,CARPET
lightblucarpet,CARPET
lightblufloor,CARPET
lblucarpet,CARPET
lblufloor,CARPET
yellowcarpet,CARPET
yellowfloor,CARPET
ycarpet,CARPET
yfloor,CARPET
lightgreencarpet,CARPET
lightgreenfloor,CARPET
lgreencarpet,CARPET
lgreenfloor,CARPET
lightgrecarpet,CARPET
lightgrefloor,CARPET
lgrecarpet,CARPET
lgrefloor,CARPET
limecarpet,CARPET
limefloor,CARPET
lcarpet,CARPET
lfloor,CARPET
pinkcarpet,CARPET
pinkfloor,CARPET
picarpet,CARPET
pifloor,CARPET
darkgraycarpet,CARPET
darkgrayfloor,CARPET
dgraycarpet,CARPET
dgrayfloor,CARPET
darkgreycarpet,CARPET
darkgreyfloor,CARPET
dgreycarpet,CARPET
dgreyfloor,CARPET
darkgracarpet,CARPET
darkgrafloor,CARPET
dgracarpet,CARPET
dgrafloor,CARPET
graycarpet,CARPET
grayfloor,CARPET
greycarpet,CARPET
greyfloor,CARPET
gracarpet,CARPET
grafloor,CARPET
lightgraycarpet,CARPET
lightgrayfloor,CARPET
lgraycarpet,CARPET
lgrayfloor,CARPET
lightgreycarpet,CARPET
lightgreyfloor,CARPET
lgreycarpet,CARPET
lgreyfloor,CARPET
lightgracarpet,CARPET
lightgrafloor,CARPET
lgracarpet,CARPET
lgrafloor,CARPET
silvercarpet,CARPET
silverfloor,CARPET
sicarpet,CARPET
siafloor,CARPET
cyancarpet,CARPET
cyanfloor,CARPET
ccarpet,CARPET
cfloor,CARPET
purplecarpet,CARPET
purplefloor,CARPET
pucarpet,CARPET
pufloor,CARPET
bluecarpet,CARPET
bluefloor,CARPET
blucarpet,CARPET
blufloor,CARPET
browncarpet,CARPET
brownfloor,CARPET
brocarpet,CARPET
brofloor,CARPET
darkgreencarpet,CARPET
darkgreenfloor,CARPET
dgreencarpet,CARPET
dgreenfloor,CARPET
greencarpet,CARPET
greenfloor,CARPET
darkgrecarpet,CARPET
darkgrefloor,CARPET
dgrecarpet,CARPET
dgrefloor,CARPET
grecarpet,CARPET
grefloor,CARPET
redcarpet,CARPET
redfloor,CARPET
rcarpet,CARPET
rfloor,CARPET
blackcarpet,CARPET
blackfloor,CARPET
blacarpet,CARPET
blafloor,CARPET
hardenedclay,HARD_CLAY
hardclay,HARD_CLAY
hclay,HARD_CLAY
coalblock,COAL_BLOCK
blockcoal,COAL_BLOCK
coblock,COAL_BLOCK
blockco,COAL_BLOCK
coalb,COAL_BLOCK
bcoal,COAL_BLOCK
packedice,PACKED_ICE
packice,PACKED_ICE
solidice,PACKED_ICE
sunflower,DOUBLE_PLANT
yellowsunflower,DOUBLE_PLANT
lilac,DOUBLE_PLANT
magentalilac,DOUBLE_PLANT
syringa,DOUBLE_PLANT
longtallgrass,DOUBLE_PLANT
extratallgrass,DOUBLE_PLANT
doubletallgrass,DOUBLE_PLANT
largetallgrass,DOUBLE_PLANT
longtgrass,DOUBLE_PLANT
extratgrass,DOUBLE_PLANT
doubletgrass,DOUBLE_PLANT
largetgrass,DOUBLE_PLANT
ltgrass,DOUBLE_PLANT
etgrass,DOUBLE_PLANT
dtgrass,DOUBLE_PLANT
bigfern,DOUBLE_PLANT
largefern,DOUBLE_PLANT
doublefern,DOUBLE_PLANT
bfern,DOUBLE_PLANT
lfern,DOUBLE_PLANT
dfern,DOUBLE_PLANT
rosebush,DOUBLE_PLANT
redrosebush,DOUBLE_PLANT
peony,DOUBLE_PLANT
pinkpeony,DOUBLE_PLANT
paeonia,DOUBLE_PLANT
ironshovel,IRON_SPADE
ironspade,IRON_SPADE
ishovel,IRON_SPADE
ispade,IRON_SPADE
steelshovel,IRON_SPADE
steelspade,IRON_SPADE
ironpickaxe,IRON_PICKAXE
ironpick,IRON_PICKAXE
steelpickaxe,IRON_PICKAXE
steelpick,IRON_PICKAXE
ipickaxe,IRON_PICKAXE
ipick,IRON_PICKAXE
ironaxe,IRON_AXE
iaxe,IRON_AXE
steelaxe,IRON_AXE
flintandsteel,FLINT_AND_STEEL
flintandiron,FLINT_AND_STEEL
flintandtinder,FLINT_AND_STEEL
flintnsteel,FLINT_AND_STEEL
flintniron,FLINT_AND_STEEL
flintntinder,FLINT_AND_STEEL
flintsteel,FLINT_AND_STEEL
flintiron,FLINT_AND_STEEL
flinttinder,FLINT_AND_STEEL
lighter,FLINT_AND_STEEL
apple,APPLE
normalapple,APPLE
redapple,APPLE
bow,BOW
arrow,ARROW
coal,COAL
charcoal,COAL
ccoal,COAL
diamond,DIAMOND
crystal,DIAMOND
ironingot,IRON_INGOT
ironbar,IRON_INGOT
ironi,IRON_INGOT
steelingot,IRON_INGOT
steelbar,IRON_INGOT
steeli,IRON_INGOT
iingot,IRON_INGOT
ibar,IRON_INGOT
ingotiron,IRON_INGOT
bariron,IRON_INGOT
iiron,IRON_INGOT
ingotsteel,IRON_INGOT
barsteel,IRON_INGOT
isteel,IRON_INGOT
ingoti,IRON_INGOT
bari,IRON_INGOT
goldingot,GOLD_INGOT
goldbar,GOLD_INGOT
goldi,GOLD_INGOT
gingot,GOLD_INGOT
